Transaction ID,Date,Month,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
582,11/14/2023,November,CUST582,Male,35,Clothing,3,300,900
963,11/14/2023,November,CUST963,Female,55,Beauty,1,50,50
369,11/15/2023,November,CUST369,Male,23,Electronics,3,500,1500
706,11/15/2023,November,CUST706,Male,51,Electronics,4,25,100
747,11/15/2023,November,CUST747,Male,23,Beauty,1,30,30
533,11/16/2023,November,CUST533,Male,19,Electronics,3,500,1500
169,11/17/2023,November,CUST169,Male,18,Beauty,3,500,1500
645,11/17/2023,November,CUST645,Female,35,Electronics,4,30,120
968,11/17/2023,November,CUST968,Female,48,Clothing,3,300,900
997,11/17/2023,November,CUST997,Male,52,Beauty,3,30,90
57,11/18/2023,November,CUST057,Female,63,Beauty,1,30,30
137,11/18/2023,November,CUST137,Male,46,Beauty,2,500,1000
778,11/18/2023,November,CUST778,Female,47,Beauty,4,25,100
599,11/19/2023,November,CUST599,Female,28,Beauty,2,50,100
938,11/19/2023,November,CUST938,Male,49,Clothing,4,50,200
234,11/20/2023,November,CUST234,Female,62,Electronics,2,25,50
410,11/21/2023,November,CUST410,Female,29,Clothing,2,50,100
417,11/21/2023,November,CUST417,Male,43,Electronics,3,300,900
581,11/21/2023,November,CUST581,Female,48,Beauty,2,30,60
74,11/22/2023,November,CUST074,Female,18,Beauty,4,500,2000
87,11/22/2023,November,CUST087,Female,28,Beauty,2,50,100
803,11/22/2023,November,CUST803,Male,39,Clothing,4,25,100
424,11/23/2023,November,CUST424,Male,57,Beauty,4,300,1200
641,11/23/2023,November,CUST641,Female,40,Electronics,1,300,300
918,11/23/2023,November,CUST918,Female,42,Electronics,3,30,90
1,11/24/2023,November,CUST001,Male,34,Beauty,3,50,150
95,11/24/2023,November,CUST095,Female,32,Clothing,2,30,60
171,11/24/2023,November,CUST171,Female,52,Clothing,3,300,900
156,11/25/2023,November,CUST156,Female,43,Clothing,4,25,100
493,11/25/2023,November,CUST493,Male,41,Beauty,2,25,50
115,11/26/2023,November,CUST115,Male,51,Clothing,3,500,1500
715,11/26/2023,November,CUST715,Female,42,Beauty,4,25,100
267,11/27/2023,November,CUST267,Female,32,Beauty,3,30,90
362,11/27/2023,November,CUST362,Male,50,Clothing,1,25,25
856,11/27/2023,November,CUST856,Male,54,Electronics,4,30,120
84,11/28/2023,November,CUST084,Female,38,Electronics,3,30,90
795,11/28/2023,November,CUST795,Male,57,Electronics,1,300,300
24,11/29/2023,November,CUST024,Female,49,Clothing,1,300,300
215,11/29/2023,November,CUST215,Male,58,Clothing,3,500,1500
739,11/29/2023,November,CUST739,Male,36,Beauty,1,25,25
289,11/30/2023,November,CUST289,Male,53,Electronics,2,30,60
741,11/30/2023,November,CUST741,Male,48,Clothing,1,300,300
810,11/30/2023,November,CUST810,Male,59,Electronics,4,25,100
266,12/1/2023,December,CUST266,Female,19,Electronics,2,30,60
389,12/1/2023,December,CUST389,Male,21,Clothing,2,25,50
112,12/2/2023,December,CUST112,Male,37,Clothing,3,500,1500
566,12/2/2023,December,CUST566,Female,64,Clothing,1,30,30
608,12/2/2023,December,CUST608,Female,55,Electronics,3,500,1500
348,12/3/2023,December,CUST348,Female,35,Electronics,2,300,600
199,12/4/2023,December,CUST199,Male,45,Beauty,3,500,1500
258,12/4/2023,December,CUST258,Female,37,Clothing,1,50,50
485,12/4/2023,December,CUST485,Male,24,Electronics,1,30,30
576,12/4/2023,December,CUST576,Female,33,Beauty,3,50,150
65,12/5/2023,December,CUST065,Male,51,Electronics,4,500,2000
311,12/5/2023,December,CUST311,Female,32,Beauty,4,25,100
791,12/5/2023,December,CUST791,Female,51,Beauty,1,25,25
971,12/5/2023,December,CUST971,Female,27,Electronics,4,50,200
999,12/5/2023,December,CUST999,Female,36,Electronics,3,50,150
395,12/6/2023,December,CUST395,Male,50,Electronics,2,500,1000
535,12/6/2023,December,CUST535,Male,47,Beauty,3,30,90
580,12/6/2023,December,CUST580,Female,31,Clothing,3,500,1500
712,12/6/2023,December,CUST712,Female,57,Beauty,2,25,50
868,12/6/2023,December,CUST868,Female,25,Electronics,1,300,300
531,12/7/2023,December,CUST531,Male,31,Electronics,1,500,500
550,12/7/2023,December,CUST550,Male,40,Clothing,3,300,900
392,12/8/2023,December,CUST392,Male,27,Clothing,2,300,600
453,12/8/2023,December,CUST453,Female,26,Clothing,2,500,1000
540,12/8/2023,December,CUST540,Female,46,Electronics,3,300,900
625,12/8/2023,December,CUST625,Male,31,Clothing,1,300,300
244,12/9/2023,December,CUST244,Male,28,Beauty,2,50,100
355,12/9/2023,December,CUST355,Female,55,Electronics,1,500,500
468,12/9/2023,December,CUST468,Male,40,Electronics,1,25,25
700,12/9/2023,December,CUST700,Male,36,Electronics,4,500,2000
752,12/9/2023,December,CUST752,Male,29,Clothing,2,50,100
828,12/9/2023,December,CUST828,Female,33,Electronics,4,300,1200
80,12/10/2023,December,CUST080,Female,64,Clothing,2,30,60
214,12/10/2023,December,CUST214,Male,20,Beauty,2,30,60
361,12/10/2023,December,CUST361,Female,34,Electronics,4,300,1200
526,12/10/2023,December,CUST526,Male,33,Clothing,2,50,100
265,12/11/2023,December,CUST265,Male,55,Clothing,3,300,900
586,12/11/2023,December,CUST586,Male,50,Electronics,1,50,50
336,12/12/2023,December,CUST336,Female,52,Beauty,3,50,150
571,12/12/2023,December,CUST571,Female,41,Electronics,1,50,50
9,12/13/2023,December,CUST009,Male,63,Electronics,2,300,600
552,12/13/2023,December,CUST552,Female,49,Electronics,3,25,75
771,12/13/2023,December,CUST771,Male,24,Electronics,2,25,50
496,12/14/2023,December,CUST496,Male,23,Clothing,2,300,600
701,12/14/2023,December,CUST701,Female,52,Beauty,2,30,60
139,12/15/2023,December,CUST139,Male,36,Beauty,4,500,2000
151,12/15/2023,December,CUST151,Male,29,Clothing,1,50,50
83,12/16/2023,December,CUST083,Male,54,Electronics,2,50,100
153,12/16/2023,December,CUST153,Male,63,Electronics,2,500,1000
451,12/16/2023,December,CUST451,Female,45,Electronics,1,30,30
99,12/17/2023,December,CUST099,Female,50,Electronics,4,300,1200
783,12/17/2023,December,CUST783,Female,56,Clothing,1,300,300
409,12/18/2023,December,CUST409,Female,21,Electronics,3,300,900
525,12/18/2023,December,CUST525,Female,47,Beauty,2,25,50
939,12/18/2023,December,CUST939,Female,46,Electronics,1,300,300
994,12/18/2023,December,CUST994,Female,51,Beauty,2,500,1000
96,12/19/2023,December,CUST096,Female,44,Clothing,2,300,600
609,12/19/2023,December,CUST609,Female,47,Clothing,2,50,100
982,12/19/2023,December,CUST982,Female,46,Beauty,3,30,90
209,12/20/2023,December,CUST209,Female,30,Electronics,4,50,200
435,12/20/2023,December,CUST435,Female,30,Beauty,3,300,900
777,12/20/2023,December,CUST777,Male,48,Electronics,3,50,150
854,12/20/2023,December,CUST854,Male,29,Clothing,1,50,50
890,12/20/2023,December,CUST890,Male,34,Electronics,2,25,50
865,12/21/2023,December,CUST865,Female,42,Clothing,1,300,300
662,12/22/2023,December,CUST662,Male,48,Beauty,2,500,1000
309,12/23/2023,December,CUST309,Female,26,Beauty,1,25,25
544,12/23/2023,December,CUST544,Female,27,Electronics,1,25,25
602,12/23/2023,December,CUST602,Female,20,Electronics,1,300,300
615,12/23/2023,December,CUST615,Female,61,Clothing,4,25,100
678,12/23/2023,December,CUST678,Female,60,Electronics,3,300,900
781,12/23/2023,December,CUST781,Male,35,Beauty,1,500,500
34,12/24/2023,December,CUST034,Female,51,Clothing,3,50,150
916,12/24/2023,December,CUST916,Female,32,Electronics,1,50,50
757,12/25/2023,December,CUST757,Female,43,Electronics,4,300,1200
25,12/26/2023,December,CUST025,Female,64,Beauty,1,50,50
82,12/26/2023,December,CUST082,Female,32,Beauty,4,50,200
472,12/26/2023,December,CUST472,Female,38,Beauty,3,300,900
842,12/26/2023,December,CUST842,Female,47,Clothing,2,300,600
879,12/26/2023,December,CUST879,Male,23,Clothing,1,30,30
991,12/26/2023,December,CUST991,Female,34,Clothing,2,50,100
62,12/27/2023,December,CUST062,Male,18,Beauty,2,50,100
386,12/27/2023,December,CUST386,Female,54,Electronics,2,300,600
429,12/28/2023,December,CUST429,Male,64,Electronics,2,25,50
664,12/28/2023,December,CUST664,Female,44,Clothing,4,500,2000
989,12/28/2023,December,CUST989,Female,44,Electronics,1,25,25
233,12/29/2023,December,CUST233,Female,51,Beauty,2,300,600
520,12/29/2023,December,CUST520,Female,49,Electronics,4,25,100
805,12/29/2023,December,CUST805,Female,30,Beauty,3,500,1500
908,12/29/2023,December,CUST908,Male,46,Beauty,4,300,1200
857,12/31/2023,December,CUST857,Male,60,Electronics,2,25,50
